"Choice","A_follower_count","A_following_count","A_listed_count","A_mentions_received","A_retweets_received","A_mentions_sent","A_retweets_sent","A_posts"       ,"A_network_feature_1","A_network_feature_2","A_network_feature_3","B_follower_count","B_following_count","B_listed_count","B_mentions_received","B_retweets_received","B_mentions_sent","B_retweets_sent","B_posts"       ,"B_network_feature_1","B_network_feature_2","B_network_feature_3"
1       ,17842623          ,46964              ,90405           ,"16377.1728978"      ,"5728.95895108"      ,"0.362150068203" ,"0.100503358535" ,"1.60824805844" ,61013                ,"10.5740387849"      ,"1376.61833235"      ,1354              ,375                ,22              ,"12.8553419711"      ,"6.21419954429"      ,"3.22660050518"  ,"1.53788353919"  ,"3.25145647592" ,35                   ,"43.3142857143"      ,"1991.17142857"
0       ,7185698           ,30                 ,29179           ,"29146.9564617"      ,"18082.7435955"      ,"0.100503358535" ,"0.100503358535" ,"4.50239641345" ,88154                ,"4.06106579419"      ,"649.156485299"      ,15002             ,1945               ,670             ,"98.5074168407"      ,"20.957708926"       ,"25.6464141098"  ,"0.83950890846"  ,"23.3514624082" ,350                  ,"83.4039548023"      ,"3133.56214689"
0       ,57840             ,27137              ,5245            ,"271.759860328"      ,"35.9558041591"      ,"13.0793877781"  ,"0.100503358535" ,"12.6428812457" ,890                  ,"294.170731707"      ,"8733.9767184"       ,20288             ,1568               ,655             ,"34.2837900328"      ,"21.3172019582"      ,"1.34796746583"  ,"0.600714082587" ,"1.36592188825" ,157                  ,"85.5786163522"      ,"1928.50314465"
0       ,5685              ,942                ,477             ,"30.131220894"       ,"1.64997764872"      ,"5.31239451763"  ,"0.100503358535" ,"4.81914294825" ,111                  ,"224.225225225"      ,"7527.40540541"      ,1043              ,81                 ,40              ,"2.71828133782"      ,"0.932457738124"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",10                   ,"21.5"               ,"1412.3"
1       ,1404323           ,563                ,20057           ,"967.720641729"      ,"579.431127684"      ,"4.47379849183"  ,"0.805680232136" ,"6.24180594033" ,4027                 ,"57.6438389197"      ,"3201.29370629"      ,2273871           ,4524               ,11946           ,"6782.40533805"      ,"2944.52424508"      ,"12.9557232877"  ,"2.79186097666"  ,"66.2062083002" ,21678                ,"6.8593643121"       ,"1113.2020156"
1       ,454514            ,1479               ,5187            ,"455.180615236"      ,"293.839558332"      ,"30.1880543966"  ,"0.100503358535" ,"21.0631964465" ,1793                 ,"159.00596206"       ,"5756.67913279"      ,272               ,733                ,5               ,"1.5667381983"       ,"0.346838541843"     ,"1.57439877927"  ,"0.337131952744" ,"1.05230810845" ,6                    ,"28.5"               ,"554.5"
0       ,580544            ,2799               ,7371            ,"296.978205315"      ,"135.831428625"      ,"15.0330256841"  ,"4.80717981227"  ,"8.26206312673" ,1201                 ,"87.1837748344"      ,"3547.78228477"      ,8168488           ,76                 ,25928           ,"2821.69423405"      ,"787.511274161"      ,"2.60521066322"  ,"0.583369584856" ,"2.38168711194" ,9896                 ,"11.9771359807"      ,"2056.46159246"
0       ,209               ,454                ,7               ,"0.61340914185"      ,"0.354378899279"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",2                    ,"0.5"                ,"9.0"                ,3893              ,1059               ,168             ,"3.26047330814"      ,"1.051286304"        ,"1.10082376417"  ,"0.100503358535" ,"1.10082376417" ,15                   ,"95.8"               ,"2188.73333333"
1       ,154830            ,10613              ,2910            ,"138.757742448"      ,"50.1686980014"      ,"3.55783179957"  ,"0.341936471695" ,"3.81385000977" ,542                  ,"126.071823204"      ,"6302.39779006"      ,3741              ,1635               ,242             ,"0.565491078075"     ,"0.316667660592"     ,"0.100503358535" ,"0.100503358535" ,"0.351840143871",2                    ,"0.0"                ,"7.5"
0       ,627               ,1993               ,3               ,"2.22317887024"      ,"0.327807841984"     ,"7.04985865635"  ,"1.29593676278"  ,"4.05226712998" ,9                    ,"14.5555555556"      ,"338.777777778"      ,4491415           ,756                ,29876           ,"4499.99625119"      ,"2206.57189762"      ,"26.9669247433"  ,"12.6282827226"  ,"29.0698219532" ,16646                ,"22.7477263271"      ,"2206.42073352"
1       ,73669             ,27489              ,2236            ,"67.7987018541"      ,"32.3946751839"      ,"1.52515138981"  ,"0.100503358535" ,"1.84220449175" ,255                  ,"45.8901960784"      ,"4055.29019608"      ,924               ,1008               ,30              ,"0.820644773622"     ,"0.561614531051"     ,"0.100503358535" ,"0.100503358535" ,"0.57139426101" ,2                    ,"13.0"               ,"433.5"
0       ,2591              ,1984               ,168             ,"8.78015077628"      ,"1.405757914"        ,"3.56669246541"  ,"0.578540922593" ,"2.58798888372" ,36                   ,"320.472222222"      ,"22208.3888889"      ,11116             ,87                 ,615             ,"10.0314517719"      ,"1.07731209384"      ,"1.59437142273"  ,"0.610870386442" ,"1.84824696348" ,45                   ,"139.022222222"      ,"3002.04444444"
0       ,95                ,120                ,3               ,"0.35694329868"      ,"0.100503358535"     ,"0.35694329868"  ,"0.35694329868"  ,"0.35694329868" ,1                    ,"0.0"                ,"0.0"                ,209               ,454                ,7               ,"0.61340914185"      ,"0.354378899279"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",2                    ,"0.5"                ,"9.0"
0       ,98788             ,2354               ,5610            ,"385.79535532"       ,"172.183430066"      ,"8.3611127573"   ,"5.09220072691"  ,"10.7774189865" ,1330                 ,"61.6397331357"      ,"2080.33358043"      ,71597             ,44262              ,1437            ,"10.4035634589"      ,"3.36535463966"      ,"0.591205606947" ,"0.100503358535" ,"5.0745674068"  ,47                   ,"72.1063829787"      ,"2146.89361702"
0       ,4708              ,78                 ,173             ,"5.16153180539"      ,"1.94431749612"      ,"0.100503358535" ,"0.100503358535" ,"0.339522140564",23                   ,"19.4782608696"      ,"523.260869565"      ,3549              ,826                ,205             ,"6.05529173968"      ,"0.936407605255"     ,"0.100503358535" ,"0.100503358535" ,"0.610818839424",28                   ,"482.178571429"      ,"50118.0714286"
0       ,78731             ,6212               ,1971            ,"97.3958422434"      ,"57.1797678825"      ,"13.8436437887"  ,"1.78863596845"  ,"12.6607555142" ,378                  ,"59.9166666667"      ,"2026.7578125"       ,504004            ,3109               ,12772           ,"311.8003107"        ,"142.633228932"      ,"4.4860901625"   ,"1.04940792319"  ,"4.8068233239"  ,1280                 ,"48.5328185328"      ,"1554.48957529"
0       ,78731             ,6212               ,1971            ,"97.3958422434"      ,"57.1797678825"      ,"13.8436437887"  ,"1.78863596845"  ,"12.6607555142" ,378                  ,"59.9166666667"      ,"2026.7578125"       ,614689            ,400                ,5729            ,"199.618296223"      ,"67.8124694734"      ,"9.36619224194"  ,"0.359533601106" ,"4.09448755266" ,669                  ,"39.1937406855"      ,"2565.61251863"
1       ,220242            ,357                ,1062            ,"452.547280711"      ,"140.0075344"        ,"13.439022061"   ,"3.04369326436"  ,"13.6479820066" ,1796                 ,"13.6619178082"      ,"1375.80767123"      ,263614            ,759                ,8805            ,"110.410259905"      ,"26.5571232737"      ,"1.62383379401"  ,"0.100503358535" ,"1.11862146793" ,454                  ,"96.0435729847"      ,"2606.67973856"
1       ,25360             ,20872              ,461             ,"1.48259322545"      ,"0.716815998035"     ,"1.08365421195"  ,"1.08365421195"  ,"2.53274438183" ,7                    ,"228.571428571"      ,"9940.71428571"      ,1140              ,927                ,69              ,"0.577496611666"     ,"0.100503358535"     ,"0.341936471695" ,"0.100503358535" ,"0.341936471695",2                    ,"14.5"               ,"1206.5"
0       ,1433              ,249                ,113             ,"0.339522140564"     ,"0.100503358535"     ,"0.359533601106" ,"0.100503358535" ,"0.867284682594",1                    ,"0.0"                ,"0.0"                ,220242            ,357                ,1062            ,"452.547280711"      ,"140.0075344"        ,"13.439022061"   ,"3.04369326436"  ,"13.6479820066" ,1796                 ,"13.6619178082"      ,"1375.80767123"
1       ,26821             ,24787              ,144             ,"8.14871982667"      ,"7.70747535703"      ,"1.05899281778"  ,"1.05899281778"  ,"42.4717126568" ,12                   ,"121.642857143"      ,"15764.2142857"      ,2651              ,2838               ,195             ,"15.7581262211"      ,"5.3193543951"       ,"14.1782998085"  ,"1.3687795119"   ,"6.62165456122" ,60                   ,"89.0317460317"      ,"3293.31746032"
0       ,804394            ,1370               ,15143           ,"6881.48299573"      ,"5013.64229512"      ,"22.683131263"   ,"2.38553797354"  ,"18.4209811988" ,23958                ,"21.3249876868"      ,"1413.82539813"      ,4947410           ,112                ,26319           ,"1774.21392717"      ,"830.899475371"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",7321                 ,"26.5441936361"      ,"3068.02243677"
1       ,638283            ,150                ,1492            ,"20677.8834456"      ,"5606.96445094"      ,"1.32608699884"  ,"0.100503358535" ,"33.6829020514" ,56196                ,"0.94757540644"      ,"480.542013413"      ,285735            ,276251             ,3417            ,"19.3275815086"      ,"7.29201558065"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",60                   ,"44.8064516129"      ,"4144.25806452"
0       ,10422587          ,147                ,98965           ,"1892.91438777"      ,"678.010953505"      ,"0.842497378623" ,"0.100503358535" ,"0.842497378623",7979                 ,"37.1357689459"      ,"2639.14082942"      ,28819413          ,664324             ,190130          ,"30348.9058532"      ,"10765.5435435"      ,"0.564342728903" ,"0.332423043719" ,"2.03888212379" ,99704                ,"29.052878632"       ,"2045.66120829"
0       ,723800            ,328                ,7257            ,"1695.43019461"      ,"317.463664979"      ,"3.5810568194"   ,"1.85822627025"  ,"6.48408594887" ,5210                 ,"13.5984877127"      ,"1336.21361059"      ,5342840           ,33401              ,19715           ,"173636.23895"       ,"52349.6742074"      ,"11.408839373"   ,"1.65290020303"  ,"13.4852657683" ,213718               ,"5.34820264309"      ,"1230.51278079"
1       ,322682            ,37601              ,22232           ,"176.533715916"      ,"42.3302213798"      ,"6.84922722869"  ,"1.3450733981"   ,"4.35986544828" ,696                  ,"234.338068182"      ,"7168.46448864"      ,163145            ,906                ,4475            ,"182.175568401"      ,"78.0432023746"      ,"11.6076680412"  ,"3.59001979003"  ,"9.60515452068" ,688                  ,"82.9386590585"      ,"1809.65049929"
0       ,581               ,203                ,51              ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"                ,4997              ,1413               ,235             ,"63.8955591814"      ,"4.26774114098"      ,"11.8934491227"  ,"1.59659020194"  ,"12.5958490162" ,237                  ,"51.6540084388"      ,"1577.78059072"
1       ,3453              ,290                ,124             ,"9.20404831163"      ,"2.10301813961"      ,"0.100503358535" ,"0.100503358535" ,"0.367462556237",39                   ,"30.7435897436"      ,"950.717948718"      ,1841              ,226                ,171             ,"18.3049398155"      ,"5.69628633409"      ,"2.41957219481"  ,"0.362150068203" ,"4.42727256976" ,62                   ,"105.523076923"      ,"1817.52307692"
0       ,98788             ,2354               ,5610            ,"385.79535532"       ,"172.183430066"      ,"8.3611127573"   ,"5.09220072691"  ,"10.7774189865" ,1330                 ,"61.6397331357"      ,"2080.33358043"      ,21591             ,1179               ,228             ,"90.4565058494"      ,"25.7982917525"      ,"5.70932864827"  ,"1.11115882218"  ,"5.17662002447" ,369                  ,"18.4429708223"      ,"1330.36604775"
0       ,1271              ,1503               ,59              ,"0.297973176755"     ,"0.297973176755"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",1                    ,"0.0"                ,"12.0"               ,158467            ,154157             ,1590            ,"299.60787906"       ,"80.1902863889"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",791                  ,"122.252801993"      ,"11514.8119552"
0       ,158467            ,154157             ,1590            ,"299.60787906"       ,"80.1902863889"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",791                  ,"122.252801993"      ,"11514.8119552"      ,322682            ,37601              ,22232           ,"176.533715916"      ,"42.3302213798"      ,"6.84922722869"  ,"1.3450733981"   ,"4.35986544828" ,696                  ,"234.338068182"      ,"7168.46448864"
1       ,45589             ,862                ,2641            ,"148.854279232"      ,"36.998883856"       ,"27.8817679309"  ,"3.33349180419"  ,"23.8612817152" ,551                  ,"127.404293381"      ,"2833.84794275"      ,112               ,243                ,5               ,"1.4451735361"       ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.603176929208",5                    ,"96.6"               ,"1414.2"
1       ,206818            ,15196              ,2513            ,"15.2101079964"      ,"4.31465898754"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",69                   ,"321.188405797"      ,"17454.115942"       ,794               ,892                ,32              ,"1.33691417504"      ,"0.362150068203"     ,"1.05921255864"  ,"0.337131952744" ,"0.822583964435",4                    ,"0.0"                ,"68.5"
1       ,266407            ,1592               ,6734            ,"660.897263062"      ,"297.090332679"      ,"28.2579999628"  ,"0.839682343383" ,"20.7226649911" ,2376                 ,"66.3959899749"      ,"2706.10818713"      ,804394            ,1370               ,15143           ,"6881.48299573"      ,"5013.64229512"      ,"22.683131263"   ,"2.38553797354"  ,"18.4209811988" ,23958                ,"21.3249876868"      ,"1413.82539813"
1       ,112               ,243                ,5               ,"1.4451735361"       ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.603176929208",5                    ,"96.6"               ,"1414.2"             ,794               ,479                ,8               ,"0.306073458935"     ,"0.306073458935"     ,"0.100503358535" ,"0.100503358535" ,"1.62198088723" ,1                    ,"49.0"               ,"4969.0"
0       ,128305            ,213                ,942             ,"140.038427023"      ,"77.7520497721"      ,"2.14953593034"  ,"0.100503358535" ,"19.4340698837" ,466                  ,"29.9936440678"      ,"1643.37923729"      ,541611            ,2140               ,10406           ,"2418.36985923"      ,"981.459888729"      ,"13.9255848212"  ,"0.100503358535" ,"32.9730239162" ,8550                 ,"59.1202267994"      ,"4861.41090025"
0       ,128305            ,213                ,942             ,"140.038427023"      ,"77.7520497721"      ,"2.14953593034"  ,"0.100503358535" ,"19.4340698837" ,466                  ,"29.9936440678"      ,"1643.37923729"      ,1203              ,689                ,67              ,"0.581003784219"     ,"0.581003784219"     ,"1.64278625943"  ,"0.100503358535" ,"2.15315328734" ,2                    ,"0.5"                ,"317.5"
0       ,335               ,469                ,16              ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"                ,223               ,168                ,9               ,"0.349326776018"     ,"0.349326776018"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",1                    ,"77.0"               ,"3047.0"
0       ,44                ,79                 ,1               ,"0.576871582486"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",2                    ,"33.5"               ,"629.0"              ,44027             ,113                ,2344            ,"45.2042215224"      ,"20.3689668816"      ,"1.11615836228"  ,"0.100503358535" ,"0.859718422134",188                  ,"112.191489362"      ,"2122.70212766"
1       ,462071            ,331717             ,890             ,"201.098430037"      ,"136.251577298"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",728                  ,"24.6338797814"      ,"2543.06010929"      ,44027             ,113                ,2344            ,"45.2042215224"      ,"20.3689668816"      ,"1.11615836228"  ,"0.100503358535" ,"0.859718422134",188                  ,"112.191489362"      ,"2122.70212766"
1       ,6010              ,3828               ,375             ,"6.8580912752"       ,"1.39797114817"      ,"0.62379677787"  ,"0.100503358535" ,"1.07686427166" ,30                   ,"149.548387097"      ,"4209.87096774"      ,21417             ,588                ,990             ,"14.3818847347"      ,"6.54546381024"      ,"2.08053739768"  ,"0.339522140564" ,"0.601168850232",64                   ,"98.828125"          ,"7074.390625"
1       ,130850            ,3394               ,449             ,"92.8696511202"      ,"16.5384838869"      ,"2.54804761537"  ,"0.100503358535" ,"3.036687975"   ,355                  ,"102.573002755"      ,"10481.7355372"      ,1097135           ,830                ,10591           ,"73.1656773765"      ,"19.8983664028"      ,"0.100503358535" ,"0.100503358535" ,"0.351840143871",288                  ,"13.7098976109"      ,"762.614334471"
1       ,400430            ,462                ,3484            ,"14.8211451221"      ,"2.62758571405"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",60                   ,"76.6666666667"      ,"4323.9"             ,10496             ,1992               ,602             ,"12.4775175961"      ,"2.17428863365"      ,"4.5470721065"   ,"0.351840143871" ,"5.71737075367" ,42                   ,"151.860465116"      ,"2454.74418605"
1       ,5342840           ,33401              ,19715           ,"173636.23895"       ,"52349.6742074"      ,"11.408839373"   ,"1.65290020303"  ,"13.4852657683" ,213718               ,"5.34820264309"      ,"1230.51278079"      ,1607541           ,93                 ,9876            ,"389.533119657"      ,"217.628442156"      ,"0.359533601106" ,"0.100503358535" ,"0.84979013175" ,1706                 ,"9.97903319744"      ,"774.39895166"
1       ,236123            ,858                ,2794            ,"77.1935733839"      ,"23.9710764579"      ,"12.5416012889"  ,"2.55072506841"  ,"12.6070724246" ,307                  ,"159.200647249"      ,"5131.31067961"      ,20                ,7                  ,2               ,"7.69082373179"      ,"0.277305640849"     ,"1.33150797971"  ,"0.100503358535" ,"2.83062680131" ,6                    ,"2.0"                ,"96.1666666667"
1       ,120772            ,468                ,6248            ,"660.384085815"      ,"145.539331294"      ,"5.02997588997"  ,"2.31389014514"  ,"6.30511611846" ,2302                 ,"60.5965884861"      ,"2013.16460554"      ,631958            ,674                ,7522            ,"614.96874489"       ,"329.330090956"      ,"4.05227895632"  ,"1.34056577289"  ,"12.3050354357" ,2536                 ,"35.838659392"       ,"2231.56897896"
1       ,1043              ,81                 ,40              ,"2.71828133782"      ,"0.932457738124"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",10                   ,"21.5"               ,"1412.3"             ,223               ,168                ,9               ,"0.349326776018"     ,"0.349326776018"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",1                    ,"77.0"               ,"3047.0"
0       ,2684              ,185                ,203             ,"0.892616731201"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",4                    ,"37.5"               ,"619.25"             ,802207            ,3558               ,22243           ,"671.902278912"      ,"474.853490097"      ,"0.35694329868"  ,"0.100503358535" ,"3.7299030136"  ,2662                 ,"31.3983019564"      ,"1073.89959395"
0       ,25195             ,1443               ,15              ,"1.66116373581"      ,"0.100503358535"     ,"0.354378899279" ,"0.354378899279" ,"5.0628163375"  ,4                    ,"6.0"                ,"6531.0"             ,143101            ,128686             ,8742            ,"874.212873202"      ,"347.630667262"      ,"4.49847061965"  ,"0.100503358535" ,"34.9779777238" ,2767                 ,"105.734781061"      ,"5276.96262015"
1       ,631958            ,674                ,7522            ,"614.96874489"       ,"329.330090956"      ,"4.05227895632"  ,"1.34056577289"  ,"12.3050354357" ,2536                 ,"35.838659392"       ,"2231.56897896"      ,3722              ,285                ,103             ,"17.1484351254"      ,"2.71753222201"      ,"5.87896379302"  ,"0.610818839424" ,"3.58359551723" ,61                   ,"79.4032258065"      ,"5921.35483871"
0       ,889300            ,183                ,5646            ,"3237.31387301"      ,"1964.29018677"      ,"18.1172813641"  ,"0.85260213546"  ,"90.1458413467" ,10953                ,"10.0285919799"      ,"1180.80534077"      ,242529            ,7561               ,3702            ,"242.63363551"       ,"106.676389127"      ,"7.19833043932"  ,"2.04051108512"  ,"10.073921354"  ,894                  ,"63.0989988877"      ,"8653.06562848"
0       ,26821             ,24787              ,144             ,"8.14871982667"      ,"7.70747535703"      ,"1.05899281778"  ,"1.05899281778"  ,"42.4717126568" ,12                   ,"121.642857143"      ,"15764.2142857"      ,182598            ,1402               ,3831            ,"145.844909693"      ,"74.002957632"       ,"23.5491892963"  ,"0.100503358535" ,"15.9532425551" ,567                  ,"276.496515679"      ,"8038.06620209"
0       ,1010              ,1014               ,62              ,"0.957689623377"     ,"0.100503358535"     ,"1.04701773537"  ,"0.337131952744" ,"0.337131952744",4                    ,"154.75"             ,"1705.0"             ,221001            ,906                ,8613            ,"3933.23800737"      ,"1574.38645056"      ,"0.339522140564" ,"0.100503358535" ,"12.7373300964" ,10560                ,"42.9620782601"      ,"1498.35542337"
1       ,508213            ,554                ,16338           ,"3619.31076978"      ,"878.310233803"      ,"7.82867570173"  ,"2.26757425945"  ,"23.6213238573" ,12453                ,"47.6179080824"      ,"2314.93335975"      ,1634478           ,12567              ,38425           ,"12725.7097184"      ,"4935.33541518"      ,"21.7598593263"  ,"7.26218638293"  ,"16.691417768"  ,23939                ,"24.4788244035"      ,"2299.08829357"
0       ,7271              ,335                ,417             ,"8.78666558825"      ,"5.87623094992"      ,"0.367462556237" ,"0.100503358535" ,"0.367462556237",40                   ,"79.125"             ,"1841.3"             ,508213            ,554                ,16338           ,"3619.31076978"      ,"878.310233803"      ,"7.82867570173"  ,"2.26757425945"  ,"23.6213238573" ,12453                ,"47.6179080824"      ,"2314.93335975"
1       ,298668            ,551                ,6209            ,"493.256379358"      ,"206.660552171"      ,"4.11521228104"  ,"0.854539102098" ,"3.07546280949" ,2021                 ,"75.9700980392"      ,"3865.44656863"      ,628               ,921                ,6               ,"3.94384833948"      ,"0.618590008348"     ,"4.76992966496"  ,"0.87013612691"  ,"2.95323721997" ,8                    ,"210.625"            ,"14027.5"
0       ,2429              ,200                ,202             ,"6.85481688742"      ,"2.25364129581"      ,"3.11668945092"  ,"0.608664795735" ,"2.10321154699" ,24                   ,"160.916666667"      ,"3501.08333333"      ,4306              ,420                ,201             ,"2.22971545355"      ,"0.573856156879"     ,"1.03286734544"  ,"0.334765666801" ,"0.566685351985",5                    ,"66.2"               ,"1550.6"
1       ,3330              ,2163               ,252             ,"10.2110782192"      ,"3.78733058039"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",40                   ,"134.357142857"      ,"1784.04761905"      ,2090              ,2298               ,96              ,"38.304747312"       ,"3.8253614474"       ,"20.4611162091"  ,"3.06143075358"  ,"17.7265246255" ,110                  ,"131.090909091"      ,"4226.43636364"
0       ,335               ,469                ,16              ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"                ,501043            ,3289               ,6694            ,"307.805391227"      ,"72.5250702042"      ,"2.10364411311"  ,"0.604091150446" ,"2.83240137645" ,1093                 ,"70.6588021779"      ,"4390.37931034"
1       ,6225470           ,381                ,40506           ,"16532.6022598"      ,"9816.44753602"      ,"6.29239324496"  ,"4.34021153543"  ,"11.8868730892" ,61842                ,"10.2978307226"      ,"1115.07743984"      ,4363              ,221                ,165             ,"7.36230194863"      ,"0.100503358535"     ,"4.03114236535"  ,"0.860755107074" ,"2.5637208177"  ,21                   ,"109.695652174"      ,"5559.86956522"
0       ,1634478           ,12567              ,38425           ,"12725.7097184"      ,"4935.33541518"      ,"21.7598593263"  ,"7.26218638293"  ,"16.691417768"  ,23939                ,"24.4788244035"      ,"2299.08829357"      ,177796            ,0                  ,6870            ,"9.1483841077"       ,"5.32269459265"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",42                   ,"66.619047619"       ,"1681.23809524"
1       ,266407            ,1592               ,6734            ,"660.897263062"      ,"297.090332679"      ,"28.2579999628"  ,"0.839682343383" ,"20.7226649911" ,2376                 ,"66.3959899749"      ,"2706.10818713"      ,655               ,562                ,33              ,"1.15136320173"      ,"0.100503358535"     ,"0.573760546952" ,"0.100503358535" ,"0.569051637927",2                    ,"10.0"               ,"602.5"
0       ,3166413           ,276                ,603             ,"1253.34542879"      ,"980.12092647"       ,"12.9634252305"  ,"2.38001807762"  ,"100.537796661" ,4801                 ,"7.9061738424"       ,"1694.6988221"       ,470926            ,322                ,7095            ,"1005.88841255"      ,"440.824681207"      ,"6.19692941619"  ,"2.89766623771"  ,"17.971280338"  ,3999                 ,"39.0667986145"      ,"2468.15141019"
1       ,138235            ,780                ,1415            ,"267.436511255"      ,"128.707882764"      ,"32.381551153"   ,"3.49534266799"  ,"26.6084698024" ,852                  ,"27.4785631518"      ,"4345.21668598"      ,1294              ,431                ,44              ,"0.555204167947"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.595962080709",2                    ,"836.0"              ,"11447.5"
1       ,2273871           ,4524               ,11946           ,"6782.40533805"      ,"2944.52424508"      ,"12.9557232877"  ,"2.79186097666"  ,"66.2062083002" ,21678                ,"6.8593643121"       ,"1113.2020156"       ,1352348           ,331                ,15647           ,"19129.8486618"      ,"14552.7339915"      ,"2.06541803294"  ,"0.580955253724" ,"16.2815024995" ,52580                ,"3.09244769678"      ,"597.563636364"
1       ,392738            ,9364               ,3354            ,"258.523923974"      ,"124.471540448"      ,"7.4713396256"   ,"0.595962080709" ,"10.999133619"  ,973                  ,"41.0162107396"      ,"3042.89260385"      ,592               ,193                ,41              ,"0.559486709932"     ,"0.308149924596"     ,"1.10585049988"  ,"0.351840143871" ,"0.351840143871",2                    ,"27.5"               ,"528.5"
0       ,1367              ,159                ,15              ,"0.524999259997"     ,"0.100503358535"     ,"0.332423043719" ,"0.100503358535" ,"0.332423043719",2                    ,"844.5"              ,"13391.0"            ,18637             ,227                ,1318            ,"40.1274851472"      ,"11.299916573"       ,"5.28092931104"  ,"0.611334387712" ,"6.05037655588" ,151                  ,"60.5131578947"      ,"1022.01315789"
1       ,2014              ,1943               ,70              ,"0.75684347021"      ,"0.100503358535"     ,"0.334765666801" ,"0.100503358535" ,"1.32877630297" ,3                    ,"74.6666666667"      ,"2346.33333333"      ,127               ,36                 ,2               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.34437519001" ,0                    ,"0.0"                ,"0.0"
0       ,2651              ,2838               ,195             ,"15.7581262211"      ,"5.3193543951"       ,"14.1782998085"  ,"1.3687795119"   ,"6.62165456122" ,60                   ,"89.0317460317"      ,"3293.31746032"      ,1354              ,375                ,22              ,"12.8553419711"      ,"6.21419954429"      ,"3.22660050518"  ,"1.53788353919"  ,"3.25145647592" ,35                   ,"43.3142857143"      ,"1991.17142857"
1       ,102116            ,293                ,970             ,"1729.45163398"      ,"763.659739323"      ,"30.8299766589"  ,"8.56836692169"  ,"93.3115713274" ,4067                 ,"12.3102694829"      ,"1636.37970381"      ,444               ,155                ,14              ,"0.100503358535"     ,"0.100503358535"     ,"0.349326776018" ,"0.100503358535" ,"0.349326776018",0                    ,"0.0"                ,"0.0"
1       ,488750            ,320                ,3673            ,"1207.19007707"      ,"599.721600029"      ,"0.842022024976" ,"0.593198607493" ,"7.04473454517" ,3918                 ,"7.85981781377"      ,"637.983299595"      ,143101            ,128686             ,8742            ,"874.212873202"      ,"347.630667262"      ,"4.49847061965"  ,"0.100503358535" ,"34.9779777238" ,2767                 ,"105.734781061"      ,"5276.96262015"
0       ,356712            ,2070               ,2804            ,"24.8239103521"      ,"4.46812603418"      ,"2.14440635704"  ,"0.605766716163" ,"1.62703890732" ,92                   ,"258.255319149"      ,"8133.0"             ,1674046           ,24246              ,16572           ,"1560.77045543"      ,"561.797879064"      ,"4.30041197934"  ,"1.08938693801"  ,"3.5551939912"  ,5759                 ,"33.1578857045"      ,"2172.98524112"
1       ,1404323           ,563                ,20057           ,"967.720641729"      ,"579.431127684"      ,"4.47379849183"  ,"0.805680232136" ,"6.24180594033" ,4027                 ,"57.6438389197"      ,"3201.29370629"      ,580544            ,2799               ,7371            ,"296.978205315"      ,"135.831428625"      ,"15.0330256841"  ,"4.80717981227"  ,"8.26206312673" ,1201                 ,"87.1837748344"      ,"3547.78228477"
1       ,16806             ,195                ,709             ,"30.931329726"       ,"11.6998667006"      ,"4.30277317017"  ,"1.11867249948"  ,"4.2713800367"  ,127                  ,"64.8538461538"      ,"2130.96153846"      ,260               ,135                ,9               ,"1.07972760982"      ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.359533601106",4                    ,"537.5"              ,"29788.0"
